asset	subAsset	kind	detail
Assets/My_Custom/morten-s.glb	_x0023_BEGIN_WALLPine_x0020_wall_x0020_3.jpg1110.3	Mesh	verts=96 tris=48 submeshes=1 readable=False bounds=(1.38, 3.57, 5.09)
Assets/My_Custom/morten-s.glb	_x0023_BOTTOMRAIL1111	Mesh	verts=496 tris=608 submeshes=1 readable=False bounds=(1.07, 3.20, 0.02)
Assets/My_Custom/morten-s.glb	_x0023_HANDRAIL1111	Mesh	verts=1284 tris=1637 submeshes=1 readable=False bounds=(1.09, 3.25, 2.52)
Assets/My_Custom/morten-s.glb	_x0023_OBJECT3D0.90.90.91	Mesh	verts=617 tris=373 submeshes=1 readable=False bounds=(2.60, 4.77, 0.17)
Assets/My_Custom/morten-s.glb	_x0023_OBJECT3DParquet_x0020_12.jpg1111	Mesh	verts=131 tris=129 submeshes=1 readable=False bounds=(7.38, 9.57, 2.63)
Assets/My_Custom/morten-s.glb	_x0023_POST1111	Mesh	verts=1240 tris=934 submeshes=1 readable=False bounds=(0.12, 0.12, 1.21)
Assets/My_Custom/morten-s.glb	_x0023_POST1111	Mesh	verts=4080 tris=2232 submeshes=1 readable=False bounds=(1.22, 3.35, 1.49)
Assets/My_Custom/morten-s.glb	_x0023_RISERcon_ash.jpg1111	Mesh	verts=1032 tris=632 submeshes=1 readable=False bounds=(1.22, 3.31, 2.59)
Assets/My_Custom/morten-s.glb	_x0023_STRING0.90.90.91	Mesh	verts=120 tris=120 submeshes=1 readable=False bounds=(0.01, 0.05, 0.19)
Assets/My_Custom/morten-s.glb	_x0023_STRING1111	Mesh	verts=558 tris=372 submeshes=1 readable=False bounds=(1.08, 3.30, 2.40)
Assets/My_Custom/morten-s.glb	_x0023_TREAD0.90.90.91	Mesh	verts=2400 tris=2400 submeshes=1 readable=False bounds=(0.94, 2.76, 2.08)
Assets/My_Custom/morten-s.glb	_x0023_TREADcon_ash.jpg1111	Mesh	verts=330 tris=286 submeshes=1 readable=False bounds=(1.25, 3.34, 2.48)
Assets/My_Custom/morten-s.glb	_x0023_TREADcon_ash.jpg1111	Mesh	verts=312 tris=160 submeshes=1 readable=False bounds=(1.13, 2.78, 1.92)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	antique_brass	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	paper_blades	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	void	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Texture_0 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cube.002_antique brass_0	Mesh	verts=150 tris=128 submeshes=1 readable=False bounds=(0.10, 0.05, 1.09)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cube.003_antique brass_0	Mesh	verts=70 tris=64 submeshes=1 readable=False bounds=(0.05, 0.06, 0.06)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cube.003_void_0	Mesh	verts=9 tris=8 submeshes=1 readable=False bounds=(0.05, 0.01, 0.04)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.001_antique brass_0	Mesh	verts=693 tris=832 submeshes=1 readable=False bounds=(0.92, 0.92, 0.86)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.001_void_0	Mesh	verts=328 tris=316 submeshes=1 readable=False bounds=(0.78, 0.78, 0.76)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.002_antique brass_0	Mesh	verts=98 tris=94 submeshes=1 readable=False bounds=(0.14, 0.14, 1.30)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.003_antique brass_0	Mesh	verts=792 tris=768 submeshes=1 readable=False bounds=(0.82, 0.82, 0.53)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.003_void_0	Mesh	verts=32 tris=30 submeshes=1 readable=False bounds=(0.04, 0.04, 0.00)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder.004_antique brass_0	Mesh	verts=691 tris=702 submeshes=1 readable=False bounds=(0.55, 0.55, 0.23)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder_antique brass_0	Mesh	verts=2115 tris=1870 submeshes=1 readable=False bounds=(2.23, 2.13, 0.19)
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb	Cylinder_paper blades_0	Mesh	verts=960 tris=940 submeshes=1 readable=False bounds=(6.28, 6.02, 0.76)
