category,mesh_asset,mesh_name,material,shader,instance_count,total_triangles_across_instances,static_batching_count,dynamic_count,material_instancing_enabled,object_class,estimated_draw_call_reduction,risk,sample_objects
Blocked by shader choice or needs shader review,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,Cylinder.001_tulip_transparent_1_0,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,UnityGLTF/PBRGraph,5,1920,0,5,False,Vegetation,4,Medium,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (4)/Cylinder.001/Cylinder.001_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower/Cylinder.001/Cylinder.001_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (2)/Cylinder.001/Cylinder.001_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (1)/Cylinder.001/Cylinder.001_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (3)/Cylinder.001/Cylinder.001_tulip_transparent_1_0
Blocked by shader choice or needs shader review,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,Cylinder.002_tulip_transparent_1_0,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,UnityGLTF/PBRGraph,5,1920,0,5,False,Vegetation,4,Medium,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (4)/Cylinder.002/Cylinder.002_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower/Cylinder.002/Cylinder.002_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (2)/Cylinder.002/Cylinder.002_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (1)/Cylinder.002/Cylinder.002_tulip_transparent_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (3)/Cylinder.002/Cylinder.002_tulip_transparent_1_0
Blocked by shader choice or needs shader review,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,Cylinder.001_tulip_opague_1_0,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,UnityGLTF/PBRGraph,5,1255,0,5,False,Vegetation,4,Medium,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (4)/Cylinder.001/Cylinder.001_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower/Cylinder.001/Cylinder.001_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (2)/Cylinder.001/Cylinder.001_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (1)/Cylinder.001/Cylinder.001_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (3)/Cylinder.001/Cylinder.001_tulip_opague_1_0
Blocked by shader choice or needs shader review,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,Cylinder.002_tulip_opague_1_0,Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,UnityGLTF/PBRGraph,5,1255,0,5,False,Vegetation,4,Medium,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (4)/Cylinder.002/Cylinder.002_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower/Cylinder.002/Cylinder.002_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (2)/Cylinder.002/Cylinder.002_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (1)/Cylinder.002/Cylinder.002_tulip_opague_1_0;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/generic_tulip_flower (3)/Cylinder.002/Cylinder.002_tulip_opague_1_0
Static batching likely better or already intended,Assets/DevDen Arch Viz Scotland/Models/Bed Room/fotostand.fbx,pCube1,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Bedroom_wood_table.mat,Universal Render Pipeline/Lit,5,60,5,0,True,Furniture,4,Low,_SceneContent/ImplementedContributorInstallations/RI/Fish_Asset/fotostand (1);_SceneContent/ImplementedContributorInstallations/LindaLeaks_Exhibit/PhotoAlbum_Preview/fotostand;_SceneContent/ImplementedContributorInstallations/LindaLeaks_Exhibit/VintageCamera_Preview/fotostand;_SceneContent/ImplementedContributorInstallations/RI/TV_Asset/TV_Preview/fotostand;_SceneContent/ImplementedContributorInstallations/RI/Photo_Asset/Photo-Album/fotostand (1)
Candidate requiring material cleanup,Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_roof_2x1_01.fbx,Object32368,Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat,Universal Render Pipeline/Lit,4,20440,0,4,False,Architecture,3,Low,_SceneContent/Home/SecondFloor/Roof/SM_building_modular_roof_2x1_01 (3);_SceneContent/Home/SecondFloor/Roof/SM_building_modular_roof_2x1_01 (2);_SceneContent/Home/SecondFloor/Roof/SM_building_modular_roof_2x1_01 (1);_SceneContent/Home/SecondFloor/Roof/SM_building_modular_roof_2x1_01 (4)
Blocked by shader choice or needs shader review,Assets/My_Custom/morten-s.glb,_x0023_BALUSTER0.80.80.81,Assets/My_Custom/morten-s.glb,UnityGLTF/PBRGraph,4,13492,0,4,False,Architecture,3,Medium,_SceneContent/Home/FirstFloor/Hallway/Stairs/Object_26/_x0023_BALUSTER0.80.80.81;_SceneContent/Home/FirstFloor/Hallway/Stairs/Object_24/_x0023_BALUSTER0.80.80.81;_SceneContent/Home/FirstFloor/Hallway/Stairs/Object_22/_x0023_BALUSTER0.80.80.81;_SceneContent/Home/FirstFloor/Hallway/Stairs/Object_20/_x0023_BALUSTER0.80.80.81
Candidate requiring material cleanup,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair37.mat,Universal Render Pipeline/Lit,4,1200,0,4,False,Architecture,3,Low,_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/SM_wall_base (13);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/SM_wall_base (11);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/SM_wall_base (14);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/SM_wall_base (12)
Immediate safe instancing candidate,Library/unity default resources,Plane,Assets/My_Custom/mtrls/YellowWall.mat,Universal Render Pipeline/Lit,4,800,0,4,True,SmallProp,3,Low,_SceneContent/Home/Exterior/Backyard/path/dirt/Plane (1);_SceneContent/Home/Exterior/Backyard/path/dirt/Plane;_SceneContent/Home/Exterior/Backyard/path/dirt/Plane (2);_SceneContent/Home/Exterior/Backyard/path/dirt/Plane (3)
Immediate safe instancing candidate,Library/unity default resources,Plane,Assets/My_Custom/mtrls/OldStairway.mat,Universal Render Pipeline/Lit,4,800,0,4,True,SmallProp,3,Low,_SceneContent/Home/Exterior/Backyard/path/stone/Plane (5);_SceneContent/Home/Exterior/Backyard/path/stone/Plane (6);_SceneContent/Home/Exterior/Backyard/path/stone/Plane (8);_SceneContent/Home/Exterior/Backyard/path/stone/Plane (4)
Candidate requiring material cleanup,Assets/LowPolyLivingRoomPack/Meshes/Lamp_Tall.fbx,Lamp_Tall,Assets/LowPolyLivingRoomPack/ScenesDemo/M_LowPolyLivingRoom_Floor.mat,Universal Render Pipeline/Lit,4,712,0,4,False,SmallProp,3,Low,_SceneContent/ImplementedContributorInstallations/RI/Lamp_Tall;_SceneContent/ImplementedContributorInstallations/LindaLeaks_Exhibit/PhotoAlbum_Preview/Lamp_Tall;_SceneContent/ImplementedContributorInstallations/RI/Photo_Asset/Lamp_Tall;_SceneContent/ImplementedContributorInstallations/RI/Lamp_Tall (1)
Immediate safe instancing candidate,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindowTall4m.FBX,WallWindowTall4mSkirting,Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/WallGreen.mat,Universal Render Pipeline/Lit,4,112,0,4,True,Architecture,3,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m/WallWindowTall4mSkirting;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (3)/WallWindowTall4mSkirting;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (2)/WallWindowTall4mSkirting;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (1)/WallWindowTall4mSkirting
Candidate requiring material cleanup,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Floor/Floor4m.FBX,Floor4m,Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat,Universal Render Pipeline/Lit,4,48,0,4,False,Architecture,3,Low,_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (8);_SceneContent/Home/SecondFloor/Roof/Floor4m (9);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m;_SceneContent/Home/SecondFloor/Roof/Floor4m (8)
Candidate requiring material cleanup,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindowTall4m.FBX,WindowTallGlass4m,Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/Glass.mat,Universal Render Pipeline/Lit,4,48,0,4,False,Architecture,3,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m/WindowTallGlass4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (3)/WindowTallGlass4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (2)/WindowTallGlass4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (1)/WindowTallGlass4m
Blocked by shader choice or needs shader review,,,Resources/unity_builtin_extra,Legacy Shaders/Particles/Alpha Blended Premultiply,4,0,0,4,False,SmallProp,3,Medium,BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Right Controller/Teleport Interactor;BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Right Controller/Near-Far Interactor/LineVisual;BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Left Controller/Teleport Interactor;BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Left Controller/Near-Far Interactor/LineVisual
Blocked by shader choice or needs shader review,Assets/BCaT_assets/Ri/glass_fish.glb,SM_Body_M_Body_0,Assets/BCaT_assets/Ri/glass_fish.glb,UnityGLTF/PBRGraph,3,200000,0,3,False,HighPolyArtifact,2,Medium,_SceneContent/ImplementedContributorInstallations/RI/Fish_Asset/glass_fish/SM_Body/SM_Body_M_Body_0;_SceneContent/ImplementedContributorInstallations/RI/Fish_Asset/glass_fish/SM_Body/SM_Body_M_Body_0;_SceneContent/ImplementedContributorInstallations/RI/Fish_Asset/glass_fish/SM_Body/SM_Body_M_Body_0
Blocked by shader choice or needs shader review,Assets/BCaT_assets/9night/drum.glb,Drum.001_Drum_0,Assets/BCaT_assets/9night/drum.glb,UnityGLTF/PBRGraph,3,190100,0,3,False,HighPolyArtifact,2,Medium,_SceneContent/ImplementedContributorInstallations/9Night/drum/Drum.001_Drum_0;_SceneContent/ImplementedContributorInstallations/9Night/drum/Drum.001_Drum_1;_SceneContent/ImplementedContributorInstallations/9Night/drum/Drum.001_Drum_2
Candidate requiring material cleanup,Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx,spray_paint_bottle_2,Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx,Universal Render Pipeline/Lit,3,10224,0,3,False,SmallProp,2,Low,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_paint_bottle_2;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_paint_bottle_2 (1);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_paint_bottle_2 (2)
Static batching likely better or already intended,Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_03.fbx,Line060,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Materials/Lit White.mat,Universal Render Pipeline/Simple Lit,3,10200,3,0,True,Architecture,2,Low,_SceneContent/Home/SecondFloor/SecondRoom/SM_fence_03 (1);_SceneContent/Home/SecondFloor/SecondRoom/SM_fence_03 (2);_SceneContent/Home/SecondFloor/SecondRoom/SM_fence_03
Blocked by shader choice or needs shader review,Assets/BCaT_assets/SewingRoom/bed.glb,defaultMaterial,Assets/BCaT_assets/SewingRoom/bed.glb,UnityGLTF/PBRGraph,3,4103,0,3,False,Architecture,2,Medium,_SceneContent/Home/FirstFloor/SewingRoom/Quilt/bed/defaultMaterial;_SceneContent/Home/FirstFloor/SewingRoom/Quilt/bed/defaultMaterial;_SceneContent/Home/FirstFloor/SewingRoom/Quilt/bed/defaultMaterial
Static batching likely better or already intended,Assets/DevDen Arch Viz Scotland/Models/Common/notepad.obj,g_pCube33_pCube33,Assets/DevDen Arch Viz Scotland/Materials/Study Room/Notepad.mat,Universal Render Pipeline/Lit,3,3564,3,0,True,SmallProp,2,Low,_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/NotePads/Notepad (2);_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/NotePads/Notepad;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/NotePads/Notepad (1)
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/HallWood 3.mat,Universal Render Pipeline/Lit,3,900,0,3,True,Architecture,2,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (74);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (77);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (75)
Candidate requiring material cleanup,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindow4mCurtain.FBX,Curtain4m,Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat,Universal Render Pipeline/Lit,3,396,0,3,False,Architecture,2,Low,_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain (1)/Curtain4m;_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain (2)/Curtain4m;_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain/Curtain4m
Candidate requiring material cleanup,Assets/picture-frame/source/pictureframe.fbx,pictureframe1,Assets/picture-frame/source/pictureframe.fbx,Universal Render Pipeline/Lit,3,300,0,3,False,FlatDecoration,2,Low,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/pictureframe/pictureframe1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/BigMommaLivingRoom/pictureframe/pictureframe1;_SceneContent/ImplementedContributorInstallations/Black_Parlors/pictureframe/pictureframe1
Immediate safe instancing candidate,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindowTall4m.FBX,WindowFrameTall4m,Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/WallGreen.mat,Universal Render Pipeline/Lit,3,264,0,3,True,FlatDecoration,2,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (3)/WindowFrameTall4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (2)/WindowFrameTall4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (1)/WindowFrameTall4m
Candidate requiring material cleanup,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindow4mCurtain.FBX,CurtainPole4m,Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat,Universal Render Pipeline/Lit,3,252,0,3,False,Architecture,2,Low,_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain (1)/CurtainPole4m;_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain (2)/CurtainPole4m;_SceneContent/Home/FirstFloor/DiningRoom/WallWindow4mCurtain/CurtainPole4m
Static batching likely better or already intended,Assets/DevDen Arch Viz Scotland/Models/Study Room/books.FBX,Box102,Assets/DevDen Arch Viz Scotland/Materials/Study Room/book_3.mat,Universal Render Pipeline/Lit,3,222,3,0,True,Architecture,2,Low,_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box102 (2);_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box102 (1);_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box102
Static batching likely better or already intended,Assets/DevDen Arch Viz Scotland/Models/Study Room/books.FBX,Box104,Assets/DevDen Arch Viz Scotland/Materials/Study Room/book_5.mat,Universal Render Pipeline/Lit,3,222,3,0,True,Architecture,2,Low,_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box104 (2);_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box104 (1);_SceneContent/Home/SecondFloor/MemoryRoom/BookShelf/Books/Box104
Immediate safe instancing candidate,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindowTall4m.FBX,WallWindowTall4m,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Materials/Lit White.mat,Universal Render Pipeline/Simple Lit,3,120,0,3,True,Architecture,2,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (3)/WallWindowTall4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (2)/WallWindowTall4m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindowTall4m (1)/WallWindowTall4m
Static batching likely better or already intended,Library/unity default resources,Cube,Assets/DevDen Arch Viz Scotland/Materials/Bathroom/Bathroom_glass_1.mat,Universal Render Pipeline/Lit,3,36,3,0,True,Architecture,2,Low,_SceneContent/Home/SecondFloor/SecondRoom/shower/BathroomGlass;_SceneContent/Home/SecondFloor/SecondRoom/shower/BathroomGlass (2);_SceneContent/Home/SecondFloor/SecondRoom/shower/BathroomGlass (1)
Blocked by shader choice or needs shader review,Library/unity default resources,Cube,Assets/Idyllic Italian Coast Town/Materials/M_skybox.mat,Skybox/Panoramic,3,36,0,3,False,Architecture,2,Medium,_SceneContent/Home/FirstFloor/Kitchen/Cube;_SceneContent/Home/FirstFloor/Kitchen/Cube (2);_SceneContent/Home/FirstFloor/Kitchen/Cube (1)
