asset,dim,default_max_prev,default_max_new,webgl_override,android_override,readwrite_prev,readwrite_new,status
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair33/Chair33_mat_Chair33_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair33/Chair33_mat_Chair33_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair33/Chair33_mat_Chair33_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair36/Chair36_mat_Chair36_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair36/Chair36_mat_Chair36_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair36/Chair36_mat_Chair36_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair38/Chair38_mat_Chair38_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair38/Chair38_mat_Chair38_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair38/Chair38_mat_Chair38_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair40/Chair40_mat_Chair40_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair40/Chair40_mat_Chair40_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair40/Chair40_mat_Chair40_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion49_50/Cushion49_50_mat_Cushion49_50_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion49_50/Cushion49_50_mat_Cushion49_50_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Cushions/Cushion49_50/Cushion49_50_mat_Cushion49_50_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaLeather/SectionalSofaLeather_mat_SectionalSofaLeather_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaLeather/SectionalSofaLeather_mat_SectionalSofaLeather_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaLeather/SectionalSofaLeather_mat_SectionalSofaLeather_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
