path	guid	type	sizeBytes	tags
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_AO.png	7d0d69aa814e44ff5acaa1b34fd7709d	Texture2D	207574	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_Metallic.png	7729f0260001b4b75901af07cc99a5dc	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_1_AO.png	1f102288a472d409a813389f8481a477	Texture2D	1745905	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_1_Metallic.png	b508456e115914c599562b678ca58ee8	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_AO.png	028db52af2d9e4a0fb174706afc7ce1c	Texture2D	1745905	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_Metallic.png	2445e16e76d2547d9bac1688ebc049e2	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_1_AO.png	12ef46a8968a74ea4b7335ed95348338	Texture2D	104289	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_1_Metallic.png	13a24b6f6bcfc4af4861c819e5bd47e9	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_AO.png	7de82560a13604180b2a5328c0dda3e7	Texture2D	104289	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_Metallic.png	dd5763a81b7f6454e8284afee9f33dbf	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_1_AO.png	03d31b8102da542feae949944186ef01	Texture2D	221706	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_1_Metallic.png	9040ff6962fa446b1b10320cbf00b601	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_AO.png	f0dad6c0782964f8da3eaffe3aee74dc	Texture2D	221706	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_Metallic.png	bd694f8c2d81f4ce796e68bb4b61e1c5	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_AO.png	3c7a8156376194a3a8e8dd7f44cf3af1	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_Metallic.png	20be30e045a9f4ec09aa46547f7dbfd1	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_AO.png	894e27f427c114e7c98e774c7fe19a0c	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_Metallic.png	6f74184dfdc164bfd87979f1f54f5aea	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_1_AO.png	459f5e7423fdd4a22a9a8034cf4e11e8	Texture2D	750568	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_1_Metallic.png	740b64abffc8444c7ba5748008d99da3	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_AO.png	aabfd8e4187904b42a51a3dc2e7bbb85	Texture2D	750568	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_Metallic.png	5ec6497cdf81a42839eb482cd7195158	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/tolpaper_1_AO.png	b599931bfd684428cb8c476646092dc8	Texture2D	211561	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/tolpaper_1_Metallic.png	70d895e42224844b99e06f21167a7645	Texture2D	36722	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/tolpaper_AO.png	a756b614f6a714fe994c08080d3f2221	Texture2D	211561	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/tolpaper_Metallic.png	13525290c995c4f01b41ad332f508aac	Texture2D	36722	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_AO.png	822cad25e3ee145b7b3df37b75f4c83d	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_Metallic.png	4d50bf293cfae41419dce034e5bfbda2	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_AO.png	57b2d4682f1634d37a760748da15d88e	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_Metallic.png	beb89e4750b5642dcb39ae8e409ac29a	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_1_AO.png	23062600e801440efba333ac91ccf8e6	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_1_Metallic.png	d7786f20d96c14ab1b32279854ad8bfa	Texture2D	107487	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_AO.png	f6370b4e39f574fbd82572687b873fcb	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_Metallic.png	1702645e88fb64582a80ddafbc767cf7	Texture2D	107487	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_1_AO.png	aab302a62089f4a9a99769b73d39017c	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_1_Metallic.png	0196b67e7d32149f1ad5d354c6783a88	Texture2D	358001	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_AO.png	0bcef136a06734a33b779c51d1305e1b	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_Metallic.png	4630d6e906a71401a99e476f1253cb29	Texture2D	358001	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_1_AO.png	3ca2ed6fa94a846ecb54dbdfcbd98215	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_1_Metallic.png	efba2da09dff942219a9fdf6aece844c	Texture2D	358001	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_AO.png	08ddd6e36daac4640a4b9334271a8c94	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_Metallic.png	6736569207db44014b6aad49fdc22265	Texture2D	358001	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_1_AO.png	e421ca7b6c18f4c1991ccc322cc3df88	Texture2D	1097352	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_1_Metallic.png	eb39ca9a58f7d430d8f29e1d9d13b77f	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_AO.png	372a3be0bd7504fc9bec9bc4eafa6144	Texture2D	1097352	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_Metallic.png	ab025c9d3ca0a4293955e7988ab7341a	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_1_AO.png	e0b15181742ac4d8a832681f65314d63	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_1_Metallic.png	bdd05a39935a249a992e4d8068d97488	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_2_AO.png	355b6e32c12aa4db4b9a7b176b5904cc	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_2_Metallic.png	6e8b9e4a64d4f441d862f0a522f856ab	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_AO.png	1aa71b5e8126d48febee9e747d5a4ae9	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_Metallic.png	5209aef1635e941f88dc673b6ddce426	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Mirror01.mat	dc63956a9bcb6474e81a2b37a11b1632	Material	3773	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Mug_Holder_mat.mat	aea9675ad12b74ebfb3271ba739a5a27	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/NewCarpet.mat	db776f79c1b2749bc96bdd5921dcfd30	Material	3977	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/No Name.mat	aa0107142c695449cb7483743a39c50d	Material	3800	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Notepad.mat	1267780b3d5d448e2805a1dc48e3cc99	Material	4072	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Paintings_House.mat	04e71e917230f4b689fe40cb71e51a01	Material	4082	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Paintings_House_1.mat	5c0a339936c0841b7bcd751ecbbde206	Material	4084	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Paintings_House_2.mat	d4ee4212fe4e64da7b9aa0271ba4c230	Material	4084	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Paintings_House_4.mat	859364602e1334e2e8b8903a73f64cd4	Material	4084	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureBorder01.mat	3535596ec59784350a4b9ae9e0bee4a0	Material	3809	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureImage01.mat	e580ad571c344439db03eafd3dcf192d	Material	3860	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureImage03.mat	bfa2e25fe03dd430ba3c8a569602093b	Material	3926	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Plant.mat	e2a5c65534bde4e12b2f12ace10c18ab	Material	3907	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Remote.mat	7b96b5702b3b340399e5de31366ca50a	Material	4130	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Shadow Caster.mat	8e20b60f55ca64385866678aaef16943	Material	3807	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Socket.mat	01aaae4880ebe4e3ba97675a38cc863a	Material	4122	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Sofa Set.mat	f6654901d13d843feaeb2be6cebfd0b9	Material	3968	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Switch.mat	d7d0876406f57465ba5e1374b0b37cb7	Material	4013	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/TV.mat	6025e69c1bb8c4ab790d805f29caf966	Material	4125	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/TV_Panels.mat	6f7621790b5e949178ed8db93ae2d048	Material	4132	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/TV_Shelf.mat	fdf60ffca6d1a4e3dacdc017c98f513a	Material	4076	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Table Mat.mat	23472c2d54d454d3ba295fb780f5a279	Material	4075	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Tree.mat	9bdc4ae8cf727436285364cdfc8845cb	Material	3962	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Window_1.mat	a821ec4f176694cbc927e3a36ea29834	Material	3851	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_chair1.mat	80e65ea0f0fb84599954f23cbc36b3fa	Material	4137	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_glass.mat	22801fedd170444d7a4e9a06189f39b4	Material	4247	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_mat1.mat	82f7bf0fbb45b4ed9a210d07607471d3	Material	4078	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_metal.mat	86bf3a29ecf5f47da82a14e3cc0de810	Material	4079	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_table_2.mat	b07b8a7f46ba0406eb8daaea3e85ac5f	Material	4081	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_wood.mat	d7a3984d44aef423ebae646e282ef221	Material	4134	scene:BH_XR_MainScene
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_cabin.mat	d6d50c7ad6f8a4c91bc86f08f85999ba	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_floor3.mat	02fd79abecfdf49d286f90fa8fca9ebf	Material	4068	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_shelf.mat	e735f541b8bb84699be2e00bf8885754	Material	4081	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall3.mat	bef3aec7baffa42c8bcfc06793446c01	Material	4081	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat	5a3107a54ca88432c94224a353ed9083	Material	4162	scene:BH_XR_MainScene
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed.mat	200222fdf13d64d6ba9866504f80f255	Material	4070	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_coat.mat	f180b9c6f071c461792aad991920a876	Material	4075	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_lamp_glass1.mat	da255f8a9c9524878934751691e163b9	Material	4210	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_sheet.mat	c11769d30ea3340579d9f196f3797ade	Material	3911	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_sider.mat	2b1e074db0da0410086fd4dc3c16e3af	Material	4061	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedroom_floor3.mat	53faa0961a4e44b728133e3a1831ee85	Material	4081	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedroom_wall4.mat	7e590186e6f2b4c53b4da24711410eb7	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedroom_wood_side_table.mat	0ef8f7d981bbc474c84b97cd441a07b6	Material	4138	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedside_lamp1.mat	7f606f8ddffaa40de97d1187a94749ec	Material	4135	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_1.mat	f058f14cafbe4466fbade22a03fd1623	Material	3910	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_10.mat	fb03316b43eaf4961948bac5f6cc0bd1	Material	3912	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_2.mat	5e07576d5b799426598e61959a333cac	Material	3911	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_3.mat	86b5f4854ffa642ec81e5a3b871cee52	Material	3909	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_4.mat	67d7fa401d5404a9fa701f46dc327d56	Material	3910	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_5.mat	889b575c441604135838ce2d4f15c8bc	Material	3910	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_6.mat	0db5cbef021214318a3df6670b0f5abd	Material	3855	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_7.mat	f01be07bef71c4172b594db30054e446	Material	3911	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_8.mat	f827944465d8f4db48827050afbd1c35	Material	3910	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_9.mat	e828e666526e34b25a1fbb56c56a6328	Material	3911	scene:BH_XR_MainScene
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/carpet.mat	ce578d0e738e5435a91999c0df2912e7	Material	4129	scene:BH_XR_MainScene
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceiling_light.mat	9da0d2e325b9642de8c96aa281eab3b0	Material	3871	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceiling_light_emission.mat	28f405d5f2e744ab59aa77a00f1371ac	Material	3825	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceramic.mat	9c2153d8364fa4c7686eadf26473f721	Material	3810	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/chair_2.mat	6ef04532808d441a494d8767ec1e4fbf	Material	3977	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/chimini.mat	2cee12e1170924b81be77581f979beaa	Material	4173	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/chopping-board.mat	c56ab9be6fd804a6abcd2e7a9be211d7	Material	3819	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/coffee_maker.mat	fbd4d0dbf29ee4897ba5c6eb4318337b	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/defaultMat.mat	293efbd2542684f399122326cb03f043	Material	3815	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/diining_chair_wood.mat	5cde80deda1784f8e8ad472bb197b7fd	Material	4175	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dinning_chair_cusion.mat	7f2b6a200ca214a73bb0559ca9ca2961	Material	4143	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dinning_table.mat	d7bcdc24595754ce796b0cbf21b1d1e0	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/door1.mat	1e4460b80624045de85c3d1e7a38279e	Material	4072	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/drainer.mat	4df9f14cf404e4aa9a4b8b6b594c03ec	Material	3812	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dressing_mirror1.mat	bce9ebcfb3d23476ea5ced0e12cb5aac	Material	4028	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dressing_mirror_glass.mat	58a0aa5050b7e433397a6b2e575b455f	Material	3797	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/exterior_wall.mat	d6376f98d43124ca3bf9736030c36ad6	Material	3853	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/flower.mat	d90fafedf86fa4b8e97ba70e25e75666	Material	4072	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/glass.mat	824d9b68b3fac445294aa3f4f97633db	Material	4128	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/glass_1.mat	c70ebbd4693e44c29b5a255d452113d9	Material	4074	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/glass_wall_glass4.mat	90ad8ced0c2f94cb4a14122d18b6e461	Material	4093	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/gold_tap_handle 1.mat	7aa3b027bea4043e89facd8fb086db69	Material	4084	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/gold_tap_handle.mat	ca4f5f5c4b2934d69ace092483247b8a	Material	4082	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/gold_tap_handle_1.mat	ad7d7a162e8514ad3bfef79391142393	Material	4083	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/gold_tap_handle_2.mat	8ffae35455fd7453983c7e0079fe6688	Material	4083	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/granite.mat	1530f318940734bcd87eaa8d0e83498f	Material	4074	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/green_wood.mat	5f525563c26734ced94a9f286bae7b74	Material	4133	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/green_wood_1 Metal.mat	6034c50426e394938ab6007b7e9b5525	Material	4140	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/green_wood_1.mat	a2109edb7f299477d865181f394849c9	Material	4078	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/green_wood_2.mat	a5e25e66558bd4ce380e0d0b1d28ff4c	Material	4188	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/handle.mat	7df68f7860082469c8a782e8a5502475	Material	4017	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/handle_1.mat	1854c3e9b755e4b63b65a861331b7fe3	Material	4019	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/imac.mat	1db2f4c6bc58241538d5c0a84f25132f	Material	4126	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/induction-hob.mat	c3fc44cf8b9484fc6afe7263ff490413	Material	4139	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/inner_roof3.mat	37a7c4ef60a52432088a188731987562	Material	4077	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/kitchan_mat_2.mat	5def8fef2f2cd4caeb0f2eee1334f09b	Material	4080	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/knife-block.mat	efee03c0a400b4771b4eca7bc249315a	Material	3866	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/knives.mat	b5ab0fdf878e042009d2b4cc05b1b329	Material	4086	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/lamp.mat	0b8dcaaecb69c4770885e238922358af	Material	4125	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/laptop.mat	06a6b42f42a84488b9190cbe7ce9d331	Material	4130	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/leaf.mat	3146fd630a5ed4f58a8c44474d85a680	Material	4015	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/little_props.mat	60a6db3b7fcf74e67a382bc41c25758b	Material	3918	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/livingroom_floor4.mat	23746b64d928b45e6a55c39141237c2f	Material	4140	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/livingroom_wall3.mat	11e8929cd8ea946328a728dc21d410a5	Material	4083	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/magazine1.mat	1267aa72a44c24b8f8db0a7fb0c3a496	Material	3914	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/marble.mat	9f09843a28b2c48bb9a2785352be73a7	Material	4129	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metal.mat	f6d09ba476c7e47d496f23ef4d18b063	Material	4017	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metal_1.mat	40a3d4323964f437bb08e92cd7fd8fda	Material	4019	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metaldryer.mat	3aaefa07e0b1a4658bc88f8973cc7f70	Material	4024	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/mug-tree.mat	ff55a18c2cf6341d29449a238836c148	Material	3855	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pattern_wall.mat	b3bcec56a382546068df58f1506665e1	Material	4079	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/phong1.mat	959c766a8e5524d4d9c032fea97b7dbd	Material	4121	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pillow_1.mat	ac6559993f5544f56aa59db6ce5f495a	Material	4075	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/plant_pot.mat	3209000ab92ab4b0d8a96aa7a8092007	Material	4062	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/plate.mat	b665d5c415a394c82b00e72ed064b26e	Material	4075	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/shelf1.mat	5998b2a9da8a540308edd3f9d3df71e6	Material	4072	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/steel.mat	380d78cd1a1be4182a5ecdad58a3bb55	Material	4071	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/study_chairI_Leg.mat	1bb281595a31e4a318d0da82e56d61ee	Material	4082	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/study_chair_seat.mat	0d8b046a978384622a7d859b4882dff6	Material	4082	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/studyroom_floor3.mat	82d0a855fa3dd4744a89ae6fdf2c6737	Material	4139	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/studyroom_wall3.mat	e38f8d60496534b69b06b9572c87ac58	Material	4082	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch1.mat	3788e1c5fb6414ff7a0ee69d89bbb776	Material	4071	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch2.mat	3a7d36dda5f7c4af89e8367db8ca2d98	Material	4074	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/table1.mat	7341e425203944deb8a2cd0e826ebd6e	Material	4076	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/teatable.mat	1c703460734724ad7be652341104e154	Material	4079	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/toasterNew.mat	24ebd2d4a9c8d4bf087330cf4e266b8c	Material	4135	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/toilet_wood1.mat	1c2c4df7e670c4178b1328d14449ce67	Material	4078	-
