path	guid	type	sizeBytes	tags
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_chair_cusion_AO.png	7394cd0cca9da472c80497691620e3b4	Texture2D	255033	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_chair_cusion_Metallic.png	68434fc08e3c14301a51729f193fac99	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_AO.png	0d71f8961a2aa42248f83c347b657c38	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_Metallic.png	6c1043bc4a0d64bfbaf0b9072c752f28	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_AO.png	f9af8c588f9204d83a7cbeec57e58b0f	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_Metallic.png	87c057b18ca0e47e78c7532ca79b8985	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_1_AO.png	1cdf008e89b2a459eaff55f875664dc0	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_1_Metallic.png	a56512b3846de4c0c8832ee097c7d1de	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_AO.png	0b0feaff9df484aba8c4e69dec5689c5	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_Metallic.png	8458cf87d1953403bb23a4ad5af2d9be	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_1_AO.png	faeaea48a051743ceb05c0e492be47dd	Texture2D	628342	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_1_Metallic.png	ee0fb2ff2d6464468bbbd3d85a7a0ece	Texture2D	86808	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_AO.png	3df8e32e05ad14059aa14fb0f44beaaa	Texture2D	628342	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_Metallic.png	194f3b043ceac45af93c779076fe8f6d	Texture2D	86808	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_1_AO.png	4972bf5689db5411599cda59b11d90cf	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_1_Metallic.png	b8c39c6d82c3040abb61a552ae95954f	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_2_AO.png	d5662ca2dd7504f33966ae218826f9c0	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_2_Metallic.png	76e5fb77081d24bce9c6e12e5a396d19	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_AO.png	6397e529e0661459da9f0063423ae084	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_Metallic.png	82f7c2f1768724901b11f4f5c3aaf74e	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_1_AO.png	73f3cbe4a38c3481290105bab016d3d0	Texture2D	1351144	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_1_Metallic.png	9226f96f95a71429fa2366bdef8b5568	Texture2D	195490	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_AO.png	77a3686c4c029406bb05ec931963e6fa	Texture2D	1351144	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_Metallic.png	5a2d8b3c6518548efa0c29021d77cb60	Texture2D	195490	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_AO.png	3e6c2300bc4bc47598b277c37a595677	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_Metallic.png	55a0194ff3aa048a0b160d8be3b0eb82	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_AO.png	d2f945e8dfcfe4096ac7f5c3cf3afe62	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_Metallic.png	6df4bdf731b4e4601ba4e6bd72966d05	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_AO.png	3a4726f4d218344769bd24e6fe0f9e69	Texture2D	1639590	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_Metallic.png	f01a01b814a8444f1bb46cf0e9f7825e	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_AO.png	104d3e42758bd4dc3a918ce607f0878c	Texture2D	1639590	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_Metallic.png	087374d8a1ff640cbb6f9c5c9118e287	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_1_AO.png	a4da8b4d8a98f4d31b4cfb26d45024b7	Texture2D	960363	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_1_Metallic.png	1761229d3d4ac4492bcb8c2615e528c8	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_AO.png	e2bb3bd1e5e5a4621adbcf4efe6218b4	Texture2D	960363	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_Metallic.png	ebe05f7c5a2c0448bb36711354c8428e	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_1_AO.png	9c00be1f6963340a4806377a66e50c04	Texture2D	960363	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_1_Metallic.png	50a837e82505d4ad8934ea74c2e9672c	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_AO.png	23ad71bf0e6314e37a09007f2e804d87	Texture2D	960363	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_Metallic.png	ba7a58f6acff74f1ba509859d85734c5	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_3_AO.png	4dd20efac996b4cf8a902251a36ff289	Texture2D	1643662	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_3_Metallic.png	bfe16ca4ee9394b159cd163c7cf3704c	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_AO.png	a04d14f26624b49fc99f5592afbe6995	Texture2D	1643662	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_Metallic.png	2b808f54963184d028ef822532255244	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_1_AO.png	428c5a593b85b4a9184123a1209a704e	Texture2D	346109	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_1_Metallic.png	39a019829f3bc4026a03f5dbb038e91b	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_AO.png	5b59870cf5a494cc698a307dcc45e387	Texture2D	346109	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_Metallic.png	08c8180fc13b045b8a96c2c326e17717	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1 Metal_1_AO.png	594d188d0fc8b450bbc966d43f0ab217	Texture2D	958628	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1 Metal_1_Metallic.png	182207a1b5f92483dbc15f5b172cfd94	Texture2D	92625	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1 Metal_AO.png	404649fe763c1425aa885e61e9ddd249	Texture2D	958628	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1 Metal_Metallic.png	e463154465c3946f5920e17833e01758	Texture2D	92625	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1_1_AO.png	9b1ef15e92d684affa967f37b3b96185	Texture2D	958628	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1_1_Metallic.png	bab409852a2f24a56ad5a8f576bf7a2c	Texture2D	92625	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1_AO.png	6910752b6ad7b475abd8c03d476f6afc	Texture2D	958628	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_1_Metallic.png	8212a4a8119954c45a272dc85e861416	Texture2D	92625	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_1_AO.png	d68f71c23c92b4af69e8febb8a091a3f	Texture2D	1701303	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_1_Metallic.png	7abcd7eeab5584b1c8cedc4572a27e83	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_AO.png	c3346af04d4d74b13918d07018e12bcd	Texture2D	1701303	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_Metallic.png	0cb79a3d4dcd9404f9e9fd5053e0b523	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_3_AO.png	935fc1b8c0e0c4a01963980705cea877	Texture2D	184635	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_3_Metallic.png	986d02401922f477fb800a844958f65b	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_AO.png	e9fdbd5039e7d4854917bcc2de70bfa3	Texture2D	184635	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_Metallic.png	fd4b2306aca2249b289eafd82a54095b	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_1_AO.png	c4545a20da09f4776ae763dfba9be694	Texture2D	75999	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_1_Metallic.png	444b2271f881749c98e0b89ebddf6218	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_AO.png	a58f6b3d2aa9d4f4a889ac0cb430b14c	Texture2D	75999	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_Metallic.png	fae1de6fd92ce430f974d2aff9c0a2b3	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_1_AO.png	8173edde9edb6415eb07d3ac64c67c73	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_1_Metallic.png	fd5755fdf953745f0bebb3f83612c4b4	Texture2D	95260	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_AO.png	bf66a60db3bd9411f8ead9498dbf955c	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_Metallic.png	8ef28d676fda049f1825f7495ad5723a	Texture2D	95260	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_AO.png	29856580df69f4aeca7596497e7df29b	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_Metallic.png	cba841b9bd1364f85a5d203e2d41a1fa	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_AO.png	1dd51149aee794cfc97cc6bd04796eb0	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_Metallic.png	0576c21fd599e4726bfaec0e639e5766	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_AO.png	bde8281ee6d33444ba33218dec073a6b	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_Metallic.png	47c9413afb106462c80b8e0004736732	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_AO.png	bd3e579d2b7fa482391051cac9b985f6	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_Metallic.png	155e275728abd4df984508a1104e2318	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_1_AO.png	2f3b417648dfb4583a72784e1da60044	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_1_Metallic.png	2b38df959e1c24807ad04c8e6007dee7	Texture2D	542995	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_AO.png	e8c7ded91b5704f05b515da9e0d027ab	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_Metallic.png	4df44055aa1b54b4f88e1824beac880a	Texture2D	542995	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_2_AO.png	1d42b66fe2afa402f8bc95ee5d6684da	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_2_Metallic.png	a3f28210170c14e02a03cd8c298b323c	Texture2D	111973	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_AO.png	bf93c5def6ada4ae19b0d175f344ecd6	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_Metallic.png	6d767a8db363d488792523686bb277d6	Texture2D	111973	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_AO.png	f23c9c82062374013a3bf18e000e8553	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_Metallic.png	e3002938ea0a049be8417e71f3d085f8	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_AO.png	fdc6fec21a06f4059820d4e97f7a39aa	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_Metallic.png	41ad4cc5b07c847c68b5486ca69091ba	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_AO.png	1022ea038d13748878d8c6f6bb4298eb	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_Metallic.png	3029825bc0ac14504bf46550612d7d6a	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_AO.png	899ccf33709d846d284bc81d4816f051	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_Metallic.png	55b835387eac74b308b94d75888f63ea	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_AO.png	cece8875973074cb6979e46910107ad9	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_Metallic.png	783b7c809339047d8a13cd416b02057d	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_AO.png	61e9b5c7475f64ee7a8f8d25f67ad06a	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_Metallic.png	8d577929677324d4cb6c29405e4fc4ec	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_AO.png	9c7e7ed838eba477c9148611f2586ad4	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_Metallic.png	7b6ec046e23cf455d8dd9ff1f605352f	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_AO.png	e38633eb886d84a8e8cbc5273849cabe	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_Metallic.png	64b6eac9a91e04a9198937aaa711ff4d	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_1_AO.png	15176e854309d440184da4f70cd8400b	Texture2D	210393	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_1_Metallic.png	cdb7eb5237c48440d951fe0c8b5c0b43	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_AO.png	6740824c0396b46c4ad61337b0f9fb96	Texture2D	210393	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_Metallic.png	d98692f897e4848e5b94c0fe2b8dd15f	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_1_AO.png	01c53f569db7d43c8bac05004a8c8d67	Texture2D	147036	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_1_Metallic.png	dce39121a157f42b8a3eb335cb1508e9	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_AO.png	384d99ddd66a849e1972cc1c61fa1964	Texture2D	147036	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_Metallic.png	4e673a1eca4f149a486c43830561648d	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_1_AO.png	e329445405c6143e38fa6534b7ff2d5c	Texture2D	270717	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_1_Metallic.png	cb2ea5f7453b64e10a4ee3d8e710c6e4	Texture2D	28011	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_AO.png	ae9aa3a6db5b043ea9cd793cf1c7704d	Texture2D	270717	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_Metallic.png	dbea122c3d1974120b9245376c8189f5	Texture2D	28011	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_AO.png	3ca3d7701c421470b9ffcaba63c2d0b8	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_Metallic.png	93e55cc4e6ec74ced9859f4343f1fdb8	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_AO.png	1ec02a3bca71747c9a73fe029e7ffc53	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_Metallic.png	966962c201cd84762a46c7142d9d5636	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_1_AO.png	0906d9754bcc8415e860c838d502d4eb	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_1_Metallic.png	e62ac4c11d7e24654b4357b76317f1dc	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_AO.png	73794533112a542fb9923518c4b7fbc6	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_Metallic.png	dedf9ff212ae24b0093437b71c25b833	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_1_AO.png	75b90280e0bcb4203b8b01f38f2036db	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_1_Metallic.png	5ac25eb6d48d24a788fa4b947513a015	Texture2D	637254	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_AO.png	0e583c0f299a24538927b587a9a934ab	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_Metallic.png	62dc03eed19864123b572497c221a0bc	Texture2D	637254	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_1_AO.png	62b5033f6c79f488fa615162ac996776	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_1_Metallic.png	ed40610700f5d4ed2bb42acacd101d05	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_2_AO.png	c830cbdae304c4603ba94cfa84ee2f95	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_2_Metallic.png	f03a719f3542047a38bf854c3858c95a	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_AO.png	cf38ad1625db34177a0d784a47b91bcd	Texture2D	20538	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_Metallic.png	2d2cf4a0c94a243fab6b01587a51306e	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_1_AO.png	80a94f540de014b0589033eba122a4e2	Texture2D	721509	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_1_Metallic.png	de23fc4b9b8814dbfa1689b787ebde91	Texture2D	111009	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_AO.png	846cc538821dc4d85b865de68d15def6	Texture2D	721509	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_Metallic.png	b370e47d7fb534646aa2d20bb9984571	Texture2D	111009	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_1_AO.png	4c0aa99b1738840e897e27bdd1159a42	Texture2D	71102	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_1_Metallic.png	8cbb71ae4119b409e9584423c6d779d4	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_AO.png	d8b34cd636658474c8b5cb2c9137f8e5	Texture2D	71102	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_Metallic.png	69aa975a4382b4413ac4932e1d9cdb08	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_AO.png	d202312f4848447d98650cdb23602857	Texture2D	1278652	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_Metallic.png	4f065ec453f934883b51739fcc2510c4	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_AO.png	38d0daee5527d406492e68c80212f237	Texture2D	1278652	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_Metallic.png	d66344a0906f545f9b3e1a60f4c2b8ff	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_1_AO.png	83eee2b28bf494a62abd1be1cc1f1345	Texture2D	126880	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_1_Metallic.png	a67664885766a4634a89c2ade528fed4	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_AO.png	83e64ae0454fb4fe992849e89305e5af	Texture2D	126880	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_Metallic.png	ab7203a47595d48d0834f86c92ab9e5d	Texture2D	18397	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chair_seat_1_AO.png	31d72012094ae4c038b2a30864e67a45	Texture2D	106520	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chair_seat_1_Metallic.png	1ba7b81f05eb7451aab867bb8faaa25f	Texture2D	20540	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chair_seat_AO.png	68883f30a18dd420e818d141a0087d89	Texture2D	106520	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chair_seat_Metallic.png	562620232734e45abac0480d5c17aef2	Texture2D	20540	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_AO.png	ebf56c587d0f145e082848bed6d4795d	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_Metallic.png	9f31a9d82c5e042dea613d07d628e4d0	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_AO.png	0580b024b6e254ce5958a07f4bef05ce	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_Metallic.png	225f1a24949134f62bbfd85e025a0e99	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_AO.png	a575afca82fea412e9d9672d962efdb5	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_Metallic.png	33918bff1224c4dc59381bf7a9b5c0b1	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_AO.png	c3d1b954f6b72460f85af6f586362966	Texture2D	78118	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_Metallic.png	238b9040fa3b94a20b7e145e54a40950	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_1_AO.png	3037dab154e3c426ba591bab5021c222	Texture2D	207574	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_1_Metallic.png	3e3d9eba91ee34362b466387c2daf227	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_AO.png	881a22e7dfae7460a93cb10026f70a9a	Texture2D	207574	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_Metallic.png	f2c2b9dd12f644679b0e5269e8550c06	Texture2D	73381	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_1_AO.png	cb5a85ecc16b04d329248ca5364e9d9b	Texture2D	207574	-
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_1_Metallic.png	4570c68716b0248f7b37e76d3f73804e	Texture2D	73381	-
