path,shader,renderQueue,enableInstancing,mainTexture
"Assets/Furniture Mega Pack/Materials/Table/mat_Table09.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table10.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table11.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table12.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table13.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table14.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table15.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table16.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table17.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table18.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table19.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table20.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table21.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table22.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table23.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table24.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table25.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table26.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table27.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table28.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table29.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table30.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table31.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table32.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table33.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table34.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table35.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table36.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table37.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table38.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Tables/Table38/Table38_mat_Table38_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/Materials/Table/mat_Table39.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table40.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table41.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table42.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table43.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table44.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table45.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table46.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table47.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table48.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table49.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/Materials/Table/mat_Table50.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_wood.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_AlbedoTransparency.png"
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bathroom_glass_1.mat","Universal Render Pipeline/Lit",3000,False,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Bathroom_Glass/glass_glass_Normal.png"
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath/SubwayTile - baseColor.png"
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_9.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_9.png"
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/carpet.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_AlbedoTransparency.png"
"Assets/Idyllic Italian Coast Town/Materials/M_attachments_metal.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_boat.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_boat_kit_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_bricks 1.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_bricks_red_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_bricks.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_chairs.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_chairs_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_doors.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_floortiles_ceramic_BaseColor.png"
"Assets/Idyllic Italian Coast Town/Materials/M_metal_dark.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Idyllic Italian Coast Town/Materials/M_pillartop.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_pillartop_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_pipes.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_pipes_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Materials/M_rooftexture.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_rooftiles_roman_tiling_BaseColor.png"
"Assets/Idyllic Italian Coast Town/Materials/M_skybox 1.mat","Skybox/Panoramic",1000,False,"Assets/Idyllic Italian Coast Town/Textures/M_skybox_cloudy.png"
"Assets/Idyllic Italian Coast Town/Materials/M_skybox 2.mat","Skybox/Panoramic",1000,False,"Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png"
"Assets/Idyllic Italian Coast Town/Materials/M_skybox.mat","Skybox/Panoramic",1000,False,"Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png"
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 3.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png"
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 10.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png"
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png"
"Assets/Idyllic Italian Coast Town/Materials/M_windows.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png"
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_gate.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_floor_2x1_03.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_roof_2x1_01.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_church_italy.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_street_01.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_pillar.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_boat_pylon.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_chair_02.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_03.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_rounded.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_04.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_table_cafe_square.fbx","Shader Graphs/PhysicalMaterial3DsMax",2000,False,""
"Assets/IgniteCoders/Simple Water Shader/Resources/Water_mat_01.mat","Shader Graphs/WaterShader",2000,True,""
"Assets/IgniteCoders/Simple Water Shader/Resources/Water_mat_02.mat","Shader Graphs/WaterShader",2000,True,""
"Assets/IgniteCoders/Simple Water Shader/Resources/Water_mat_03.mat","Shader Graphs/WaterShader",2000,True,""
"Assets/IgniteCoders/Simple Water Shader/Resources/WaterShader.shadergraph","Shader Graphs/WaterShader",2000,False,""
"Assets/LowPolyLivingRoomPack/Materials/M_LowPolyLivingRoom.mat","Universal Render Pipeline/Lit",2000,False,"Assets/LowPolyLivingRoomPack/Textures/T_Palette_LivingRoom.png"
"Assets/LowPolyLivingRoomPack/ScenesDemo/M_LowPolyLivingRoom_Floor.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/My_Custom/cake_display.glb","UnityGLTF/PBRGraph",3000,False,""
"Assets/My_Custom/dishwasher.glb","UnityGLTF/PBRGraph",2000,False,"Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_0 _00.png"
"Assets/My_Custom/FrontDoorRug.mat","Universal Render Pipeline/Lit",2000,False,"Assets/My_Custom/txtrs/99_jaquard fabric texture-seamless.jpg"
"Assets/My_Custom/japanese_red_bridge.glb","UnityGLTF/PBRGraph",2000,False,"Assets/My_Custom/japanese_red_bridge.glb"
"Assets/My_Custom/modern_scandinavian_kitchen_island.glb","UnityGLTF/PBRGraph",2000,False,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/My_Custom/morten-s.glb","UnityGLTF/PBRGraph",2000,False,""
"Assets/My_Custom/mtrls/Blue_Wall.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg"
"Assets/My_Custom/mtrls/HallWood 1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg"
"Assets/My_Custom/mtrls/HallWood 2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg"
"Assets/My_Custom/mtrls/HallWood 3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg"
"Assets/My_Custom/mtrls/HallWood 4.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg"
"Assets/My_Custom/mtrls/Mint_wall_plaster.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/67_sponged venetian plaster texture-seamless.jpg"
"Assets/My_Custom/mtrls/OldPathway.mat","Universal Render Pipeline/Lit",2000,False,"Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png"
"Assets/My_Custom/mtrls/OldStairway.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png"
"Assets/My_Custom/mtrls/OldStone.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/PavingStones049_1K-PNG_Color.png"
"Assets/My_Custom/mtrls/RawWood.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/Wood004_1K-PNG_Color.png"
"Assets/My_Custom/mtrls/Wall_Floral.mat","Universal Render Pipeline/Lit",2000,False,"Assets/My_Custom/txtrs/84_floral wallpaper texture-seamless.jpg"
"Assets/My_Custom/mtrls/YellowWall.mat","Universal Render Pipeline/Lit",2000,True,"Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg"
"Assets/My_Custom/SecurityCamera_LowPoly.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb","UnityGLTF/PBRGraph",2000,False,""
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Materials/PandaMat.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Textures/PandaMat.png"
"Assets/picture-frame/source/pictureframe.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/picture-frame/textures/pictureframe.png"
"Assets/RealBlend/Art/Shaders/RealBlend5WayBlendHDRP.shadergraph","Shader Graphs/RealBlend5WayBlendHDRP",2000,False,""
"Assets/RealBlend/Art/Shaders/RealBlendVariationHDRP.shadergraph","Shader Graphs/RealBlendVariationHDRP",2000,False,""
"Assets/RealBlend/Art/Shaders/RealBlendVariationHDRP_ExperimentalSPOM.shadergraph","Shader Graphs/RealBlendVariationHDRP_ExperimentalSPOM",2000,False,""
"Assets/RealBlend/Art/Shaders/RealBlendVariationURP.shadergraph","Shader Graphs/RealBlendVariationURP",2000,False,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Materials/Lit White.mat","Universal Render Pipeline/Simple Lit",2000,True,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Controller_Grey.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Controller_White.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Flat Blue.mat","Unlit/Color",2000,False,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/FresnelHighlight.mat","Shader Graphs/Unlit_Fresnel",2000,False,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Interactable.mat","Shader Graphs/Interactable",2000,True,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Telport Anchor.mat","Universal Render Pipeline/Simple Lit",2000,True,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/UI-NoZTest.mat","UI/NoZTest",3000,False,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Shaders/Interactable.shadergraph","Shader Graphs/Interactable",2000,False,""
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Shaders/Unlit_Fresnel.shadergraph","Shader Graphs/Unlit_Fresnel",3000,False,""
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat","Universal Render Pipeline/Lit",2000,True,"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAlbedo.png"
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat","Universal Render Pipeline/Lit",2000,True,"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAlbedo.png"
"Assets/SimpleNaturePack/Materials/SimpleNaturePack_BG.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat","Universal Render Pipeline/Lit",2000,False,"Assets/SimpleNaturePack/Textures/NaturePackLite_Texture_01.png"
"Assets/StarterAssets/Environment/Art/Materials/GreyBlue_Mat.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/StarterAssets/Environment/Art/Skybox/SkyboxLite.mat","Skybox/Procedural",1000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Materials/GamePieces.mat","Universal Render Pipeline/Lit",2000,False,"Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png"
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_0-0.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_0-1.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_0-3.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_0-5.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_1-2.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_1-4.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_1-6.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_2-3.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_2-4.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_2-5.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_3-3.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_3-5.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_4-5.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_4-6.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_5-5.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/SubstanceAssets/LittleGamesPack/Models/Dominos/Domino_6-6.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/TerrainSampleAssets/Materials/Grass.asset","Shader Graphs/TerrainGrass",2450,True,""
"Assets/TerrainSampleAssets/Materials/Grass_C.asset","Shader Graphs/TerrainGrass",2450,True,""
"Assets/TerrainSampleAssets/Materials/GrassDry.asset","Shader Graphs/TerrainGrass",2450,True,""
"Assets/TerrainSampleAssets/ShaderGraphs/TerrainGrass.shadergraph","Shader Graphs/TerrainGrass",2450,False,""
"Assets/TextMesh Pro/Fonts/LiberationSans.ttf","GUI/Text Shader",3000,False,"Assets/TextMesh Pro/Fonts/LiberationSans.ttf"
"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Drop Shadow.mat","TextMeshPro/Mobile/Distance Field",3000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","TextMeshPro/Mobile/Distance Field",3000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset"
"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Outline.mat","TextMeshPro/Mobile/Distance Field",3000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","TextMeshPro/Mobile/Distance Field",3000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Shaders/TMP_SDF-HDRP LIT.shadergraph","TextMeshPro/SRP/TMP_SDF-HDRP LIT",2000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Shaders/TMP_SDF-HDRP UNLIT.shadergraph","TextMeshPro/SRP/TMP_SDF-HDRP UNLIT",2000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Shaders/TMP_SDF-URP Lit.shadergraph","TextMeshPro/SRP/TMP_SDF-URP Lit",2000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/TextMesh Pro/Shaders/TMP_SDF-URP Unlit.shadergraph","TextMeshPro/SRP/TMP_SDF-URP Unlit",2000,False,"Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/Cream.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/Glass.mat","Universal Render Pipeline/Lit",3000,False,""
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/PatternSpotBlue.mat","Universal Render Pipeline/Lit",2000,False,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/SpotsGreenBlue.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/PatternSpotGreenBig.mat","Universal Render Pipeline/Lit",2000,True,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/SpotsGreenLime.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/PatternSpotGreenBlue.mat","Universal Render Pipeline/Lit",2000,False,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/SpotsGreen.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/SmallProps.mat","Universal Render Pipeline/Lit",2000,True,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/SmallProps.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/SmallProps_Light.mat","Universal Render Pipeline/Lit",2000,True,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/SmallProps.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/TrimSheetGreenPurple.mat","Universal Render Pipeline/Lit",2000,True,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/TrimSheet_GreenPurple.jpg"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/WallGreen.mat","Universal Render Pipeline/Lit",2000,True,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg"
"Packages/com.unity.cinemachine/Runtime/Debug/CinemachineRuntimeTheme.tss","GUI/Text Shader",3000,False,"Packages/com.unity.cinemachine/Runtime/Debug/CinemachineRuntimeTheme.tss"
"Packages/com.unity.render-pipelines.high-definition/Editor/RenderPipeline/CustomPass/CustomPassFullScreenShader.shadergraph","Hidden/HDRP/CustomPassFullScreenShader",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/RenderPipelineResources/Material/GUITextureBlit2SRGB.mat","Hidden/GUITextureBlit2SRGB",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/Black.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/Emissive.mat","HDRP/Unlit",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/Gold.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/Ground.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/Metal_Black.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Editor/SceneTemplates/Materials/White.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/Compositor/ShaderGraphs/DefaultCompositionGraph.shadergraph","Shader Graphs/DefaultCompositionGraph",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/Material/Arnold/ArnoldStandardSurface.ShaderGraph","HDRP/ArnoldStandardSurface/ArnoldStandardSurface",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/Material/Nature/SpeedTree8.shadergraph","HDRP/Nature/SpeedTree8",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/Material/Nature/SpeedTree9_HDRP.shadergraph","HDRP/Nature/SpeedTree9_HDRP",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/Material/PhysicalMaterial3DsMax/PhysicalMaterial3DsMax.ShaderGraph","HDRP/3DSMaxPhysicalMaterial/PhysicalMaterial3DsMax",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Material/AreaLightCookieViewer.mat","HDRP/Unlit",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Material/AreaLightViewer.mat","HDRP/Unlit",2000,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Material/DefaultHDDecalMaterial.mat","HDRP/Decal",2000,True,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Material/DefaultHDMaterial.mat","HDRP/Lit",2225,False,""
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Material/DefaultHDMirrorMaterial.mat","HDRP/Lit",2225,False,""
