path,fileBytes,meshAssets,totalVertices,totalTriangles,totalSubMeshes,readWrite,meshCompression,importMaterials,generateColliders,globalScale
"Assets/Food Pack-Demo/Mesh Collider/Pizza Slice_collider.fbx",11260,1,11,18,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Pizza_collider.fbx",12348,1,50,96,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Pretzel_collider.fbx",12316,1,40,76,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Sake cup B+C_collider.fbx",11484,1,24,44,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Sake Pot C_collider.fbx",11180,1,12,20,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami A.fbx",16044,1,340,156,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami A_collider.fbx",12172,1,48,92,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami cut A.fbx",17692,1,409,171,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami cut A_collider.fbx",11692,1,32,60,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami slice A.fbx",18348,1,444,164,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salami slice A_collider.fbx",11260,1,16,28,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon Cut.fbx",17596,1,428,196,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon Cut_collider.fbx",11580,1,26,48,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon fillet.fbx",15580,1,250,120,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon fillet_collider.fbx",11964,1,29,54,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon plastic tray.fbx",26524,1,682,332,2,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon plastic tray_collider.fbx",11468,1,24,44,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon skeleton.fbx",31292,1,1246,572,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon skeleton_collider.fbx",11740,1,22,40,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon.fbx",23836,1,733,358,1,False,Off,True,False,1
"Assets/Food Pack-Demo/Mesh Collider/Salmon_collider.fbx",11852,1,26,44,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Skewer C_collider.fbx",13052,1,50,96,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Soda bottle Glass_collider.fbx",12028,1,40,76,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Soda can_collider.fbx",11740,1,32,60,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Sushi Wood Table_collider.fbx",11180,1,16,28,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Swirl lollipop_collider.fbx",11356,1,18,32,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Tamago_collider.fbx",11788,1,36,68,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Tomato Half_collider.fbx",11916,1,31,58,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Tomato Quarter_collider.fbx",11388,1,14,24,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Tomato_collider.fbx",12380,1,42,80,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Udon_collider.fbx",12268,1,48,92,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Unagi_collider.fbx",11964,1,36,68,1,False,Off,False,False,1
"Assets/Food Pack-Demo/Mesh Collider/Wasabi_collider.fbx",11532,1,24,44,1,False,Off,False,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity01.fbx",37292,2,758,616,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity02.fbx",45804,3,1428,944,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity03.fbx",30572,3,320,228,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity04.fbx",37004,3,840,604,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity05.fbx",44588,4,1298,872,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity06.fbx",24700,1,196,148,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity07.fbx",51196,3,1594,1116,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub01.fbx",87612,1,1837,2746,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub02.fbx",43116,1,708,964,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub03.fbx",53692,1,964,1336,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub04.fbx",63804,1,1280,1792,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub05.fbx",43372,1,708,964,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub06.fbx",132732,1,3064,4764,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub07.fbx",109356,1,2468,3936,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem01.fbx",246316,3,10300,9338,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem02.fbx",201468,3,8751,7534,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem03.fbx",200044,3,7945,7268,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem04.fbx",95516,2,3175,2952,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem05.fbx",555612,3,20149,16376,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem06.fbx",454636,3,16774,14264,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem07.fbx",508076,3,17064,14918,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger01.fbx",23164,1,100,68,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger02.fbx",26396,1,214,170,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger03.fbx",51580,2,822,1052,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger04.fbx",27084,1,270,248,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger05.fbx",52844,2,892,1124,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger06.fbx",26764,1,277,252,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger07.fbx",25436,1,216,170,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet01.fbx",256924,4,6041,9018,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet02.fbx",256076,4,6134,8922,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet03.fbx",209532,4,4952,7344,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet04.fbx",150604,5,3114,4792,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet05.fbx",207980,4,4916,7196,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet06.fbx",172460,5,4225,5858,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet07.fbx",170860,4,3770,5309,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger01.fbx",22972,1,96,48,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger02.fbx",28668,1,330,344,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger03.fbx",23708,1,130,88,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger04.fbx",29436,1,468,384,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger05.fbx",28396,1,374,328,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger06.fbx",50604,1,844,1276,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger07.fbx",34540,1,464,528,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin01.fbx",104684,3,2590,3008,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin02.fbx",102972,3,2489,2924,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin03.fbx",110620,3,2593,3144,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin04.fbx",90988,3,2178,2482,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin05.fbx",106636,3,2561,3126,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin06.fbx",148284,3,3487,4540,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin07.fbx",105516,3,2511,2918,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed01.fbx",738844,4,15135,28336,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed02.fbx",436444,3,9334,16752,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed03.fbx",590140,3,11788,22500,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed04.fbx",471180,3,9516,18020,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed05.fbx",484428,3,9452,17962,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed06.fbx",481564,3,9452,17962,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed07.fbx",484316,3,9656,18116,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed08.fbx",481452,3,9670,18124,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed09.fbx",484156,3,9588,18140,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed10.fbx",484796,3,9627,18140,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed11.fbx",491372,5,9662,18116,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed12.fbx",595532,5,11806,22340,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed13.fbx",505948,6,10370,18656,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed14.fbx",408892,6,8514,14640,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed15.fbx",498252,5,9624,18124,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed16.fbx",494540,5,9716,18220,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed17.fbx",494060,5,9532,18028,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed18.fbx",490780,5,9532,18028,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed19.fbx",501212,8,9748,18200,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed20.fbx",504012,9,9868,18316,9,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed21.fbx",743580,5,15600,28348,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed22.fbx",739772,5,15600,28348,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed23.fbx",739196,5,15600,28348,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed24.fbx",738828,5,14943,27780,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed25.fbx",739228,5,14943,27780,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed26.fbx",739420,5,14943,27780,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed27.fbx",1188268,5,24080,45772,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed28.fbx",1471340,5,30184,57156,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed29.fbx",1155948,4,24043,44506,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed30.fbx",1386156,4,31206,54704,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed31.fbx",746940,3,15528,29642,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed32.fbx",592908,3,11716,22224,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed33.fbx",47612,2,1046,964,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed34.fbx",47548,2,1002,942,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed35.fbx",52812,2,1414,1268,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed36.fbx",52860,2,1362,1208,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed37.fbx",76940,2,1663,1878,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed38.fbx",77052,2,2012,2084,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed39.fbx",575340,1,11514,21528,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed40.fbx",572092,1,11514,21528,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed41.fbx",798364,1,17730,31476,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed42.fbx",794524,1,17730,31476,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed43.fbx",593964,2,15298,24688,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed44.fbx",593852,2,15298,24688,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed45.fbx",914844,1,20134,37184,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed46.fbx",914732,1,20134,37184,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed47.fbx",767500,1,15855,30410,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed48.fbx",770604,1,15855,30410,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed49.fbx",421804,1,8398,15968,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Bed/Bed50.fbx",420588,1,8390,15968,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair01.fbx",98316,1,2341,3132,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair02.fbx",85340,1,1988,2604,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair03.fbx",158524,1,3042,5028,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair04.fbx",279068,1,5838,10456,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair05.fbx",152604,1,3528,5628,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair06.fbx",206252,1,4886,7680,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair07.fbx",99500,1,2028,3200,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair08.fbx",721916,1,14242,25808,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair09.fbx",933484,1,18466,36008,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair10.fbx",2658348,1,53202,104860,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair11.fbx",466348,1,10492,17952,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair12.fbx",476940,1,10947,19592,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair13.fbx",281020,1,6746,11248,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair14.fbx",501372,1,10142,18768,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair15.fbx",640252,1,12927,23272,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair16.fbx",923532,1,18675,35736,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair17.fbx",271676,1,5171,9490,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair18.fbx",400044,1,9010,15824,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair19.fbx",223836,1,5961,9280,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair20.fbx",1445132,1,30824,58328,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair21.fbx",70460,1,1659,2392,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair22.fbx",83436,1,1840,2856,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair23.fbx",62108,1,1364,1882,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair24.fbx",134124,1,2896,5216,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair25.fbx",123244,1,3008,4720,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair26.fbx",477660,1,11594,18816,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair27.fbx",379116,1,8974,14784,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair28.fbx",708652,1,18807,33344,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair29.fbx",322556,1,7472,13744,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair30.fbx",898124,1,21764,35808,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair31.fbx",224220,1,5410,7654,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair32.fbx",270060,1,7529,10382,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair33.fbx",889932,1,20948,33934,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair34.fbx",3415068,1,74607,127472,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair35.fbx",3415916,1,74607,127472,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair36.fbx",271548,1,6422,10522,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair37.fbx",497596,1,14294,22992,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair38.fbx",1018044,1,26188,45876,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair39.fbx",285516,1,8384,12272,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair40.fbx",178524,1,4582,6976,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair41.fbx",123372,1,3360,4896,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair42.fbx",344748,1,7982,13448,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair43.fbx",224508,1,5007,8608,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair44.fbx",386220,1,9813,14576,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair45.fbx",174604,1,3495,5646,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair46.fbx",325612,1,8874,13360,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair47.fbx",247340,1,6726,10484,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair48.fbx",91612,1,1543,2686,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair49.fbx",1025948,1,21247,40064,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Chair/Chair50.fbx",3466780,1,78161,144288,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet01.fbx",34236,1,760,560,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet02.fbx",30668,1,584,434,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet03.fbx",33148,1,686,524,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet04.fbx",30364,1,520,404,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet05.fbx",30412,1,552,416,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet06.fbx",30156,1,528,404,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet07.fbx",30828,1,592,434,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet08.fbx",33564,1,772,560,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet09.fbx",32012,1,676,476,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet10.fbx",31116,1,532,446,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet11.fbx",25948,1,262,218,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet12.fbx",28300,1,412,338,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet13.fbx",23740,1,148,116,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet14.fbx",26012,1,274,224,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet15.fbx",26412,1,286,230,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet16.fbx",23900,1,148,116,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet17.fbx",26700,1,310,242,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet18.fbx",26812,1,310,242,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet19.fbx",29084,1,472,368,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet20.fbx",29244,1,472,368,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet21.fbx",45244,3,1550,976,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet22.fbx",44556,3,1466,934,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet23.fbx",43756,3,1430,916,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet24.fbx",43996,3,1442,922,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet25.fbx",44252,3,1454,928,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet26.fbx",34844,2,834,552,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet27.fbx",34700,2,822,546,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet28.fbx",32428,2,728,456,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet29.fbx",35052,2,846,558,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet30.fbx",34908,2,834,552,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet31.fbx",24188,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet32.fbx",24364,1,194,158,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet33.fbx",24252,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet34.fbx",26220,1,288,248,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet35.fbx",24156,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet36.fbx",24332,1,194,158,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet37.fbx",24220,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet38.fbx",26204,1,288,248,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet39.fbx",24140,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet40.fbx",24316,1,194,158,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet41.fbx",24220,1,182,152,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet42.fbx",26204,1,288,248,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet43.fbx",33724,2,702,500,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet44.fbx",33916,2,714,506,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet45.fbx",33788,2,702,500,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet46.fbx",45212,3,1328,944,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet47.fbx",33724,2,702,500,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet48.fbx",33916,2,714,506,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet49.fbx",33788,2,702,500,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Closet/Closet50.fbx",45308,3,1328,944,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion01_08.fbx",290924,8,5392,9984,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion09_16.fbx",272604,8,5008,9216,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion17_24.fbx",315404,8,5776,10752,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion25_28.fbx",203388,4,3720,6912,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion29_36.fbx",240092,8,4800,8560,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion37_40.fbx",92140,4,2064,3568,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion41_48.fbx",339292,8,6460,12240,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Cushion/Cushion49_50.fbx",77500,2,1188,2176,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer01.fbx",43564,4,1316,886,4,False,Off,True,False,1
